run_id,site,model,mode,rep,analysis_weight,evaluated_fields,correct_value,correct_abstention,incorrect_value,false_abstention,unsupported_value,field_accuracy,precision,recall,abstention_accuracy,false_abstention_rate,unsupported_fill_rate,predicted_abstention_rate,ground_truth_absent_fraction,extraction_tokens,discovery_tokens,model_calls,rejected_count,unresolved_count,conflicts,latency_sec,corpus_fingerprint,notes,input_tokens,output_tokens,performance_total_tokens,performance_model_calls,extraction_latency_sec,profile_latency_sec,performance_status
e8163b74-e31f-485e-af99-43240263de3b,anvil,gemini-3.6-flash,expanded,3,0.3333333333333333,147,103,31,0,12,1,0.91156462585034,0.9903846153846154,0.8956521739130435,0.96875,0.1043478260869565,0.03125,0.2925170068027211,0.2176870748299319,46737.0,4734,5,2,63,9,86.706,b4702f0df1926850d6252174ebf22394763b3add5842824b6f1bdd5c05253cde,"conflicts: /slurm/partitions/debug/maximum_walltime_seconds, /slurm/partitions/gpu-debug/maximum_walltime_seconds, /slurm/partitions/gpu-debug/gpu_count_per_node, /slurm/partitions/wholenode/maximum_walltime_seconds (+5 more); abstentions: additional_documentation, additional_documentation, additional_documentation, additional_documentation (+59 more); model divergence: 3 profile value(s) differ from gpt-5-mini",27209,19528,46737,5,86.60462837399973,86.70606175000285,completed
478201f6-69a8-46c5-9d49-4c42083e29b0,anvil,gemini-3.1-pro-preview,expanded,3,0.3333333333333333,147,105,31,1,9,1,0.9251700680272108,0.9813084112149532,0.9130434782608696,0.96875,0.0782608695652174,0.03125,0.272108843537415,0.2176870748299319,57583.0,4734,6,13,58,8,164.127,b4702f0df1926850d6252174ebf22394763b3add5842824b6f1bdd5c05253cde,"conflicts: /slurm/partitions/debug/maximum_walltime_seconds, /slurm/partitions/gpu-debug/maximum_walltime_seconds, /slurm/partitions/wholenode/maximum_walltime_seconds, /slurm/partitions/wide/maximum_walltime_seconds (+4 more); abstentions: additional_documentation, additional_documentation, additional_documentation, additional_documentation (+54 more); model divergence: 4 profile value(s) differ from gpt-5-mini",33657,23926,57583,6,164.0145158330124,164.12651724999887,completed
25b44ee9-4311-421f-bce1-450072957450,anvil,gpt-5-mini,full-corpus,1,0.3333333333333333,147,99,31,3,13,1,0.8843537414965986,0.9611650485436892,0.8608695652173913,0.96875,0.1130434782608695,0.03125,0.2993197278911564,0.2176870748299319,109557.0,4734,14,50,63,9,421.206,b4702f0df1926850d6252174ebf22394763b3add5842824b6f1bdd5c05253cde,"conflicts: /slurm/partitions/debug/maximum_walltime_seconds, /slurm/partitions/gpu-debug/maximum_walltime_seconds, /slurm/partitions/gpu-debug/gpu_count_per_node, /slurm/partitions/wholenode/maximum_walltime_seconds (+5 more); abstentions: additional_documentation, additional_documentation, additional_documentation, additional_documentation (+59 more); model divergence: baseline",70792,38765,109557,14,421.00724245800666,421.20570687500003,completed
7b8a00e1-be3c-44ce-a421-b7643f025dd5,anvil,gpt-5.6-terra,full-corpus,1,0.3333333333333333,147,101,31,0,14,1,0.8979591836734694,0.9901960784313726,0.8782608695652174,0.96875,0.1217391304347826,0.03125,0.3061224489795918,0.2176870748299319,51430.0,4734,9,0,65,8,49.977,b4702f0df1926850d6252174ebf22394763b3add5842824b6f1bdd5c05253cde,"conflicts: /slurm/partitions/debug/maximum_walltime_seconds, /slurm/partitions/gpu-debug/maximum_walltime_seconds, /slurm/partitions/wholenode/maximum_walltime_seconds, /slurm/partitions/wide/maximum_walltime_seconds (+4 more); abstentions: additional_documentation, additional_documentation, additional_documentation, additional_documentation (+61 more); model divergence: 4 profile value(s) differ from gpt-5-mini",45972,5458,51430,9,49.81330712501949,49.97669408300135,completed
fad89ece-d1f5-45d9-8eae-7a79dca29fc9,anvil,gemini-3.6-flash,full-corpus,1,0.3333333333333333,147,101,31,0,14,1,0.8979591836734694,0.9901960784313726,0.8782608695652174,0.96875,0.1217391304347826,0.03125,0.3061224489795918,0.2176870748299319,80029.0,4734,10,2,64,9,153.825,b4702f0df1926850d6252174ebf22394763b3add5842824b6f1bdd5c05253cde,"conflicts: /slurm/partitions/debug/maximum_walltime_seconds, /slurm/partitions/gpu-debug/maximum_walltime_seconds, /slurm/partitions/gpu-debug/gpu_count_per_node, /slurm/partitions/wholenode/maximum_walltime_seconds (+5 more); abstentions: additional_documentation, additional_documentation, additional_documentation, additional_documentation (+60 more); model divergence: 5 profile value(s) differ from gpt-5-mini",46253,33776,80029,10,153.65665900102613,153.82506458299758,completed
aa147858-2b1e-4819-9bf9-98d66317e639,anvil,gemini-3.1-pro-preview,full-corpus,1,0.3333333333333333,147,101,31,0,14,1,0.8979591836734694,0.9901960784313726,0.8782608695652174,0.96875,0.1217391304347826,0.03125,0.3061224489795918,0.2176870748299319,95891.0,4734,13,15,64,8,257.243,b4702f0df1926850d6252174ebf22394763b3add5842824b6f1bdd5c05253cde,"conflicts: /slurm/partitions/debug/maximum_walltime_seconds, /slurm/partitions/gpu-debug/maximum_walltime_seconds, /slurm/partitions/wholenode/maximum_walltime_seconds, /slurm/partitions/wide/maximum_walltime_seconds (+4 more); abstentions: additional_documentation, additional_documentation, additional_documentation, additional_documentation (+60 more); model divergence: 5 profile value(s) differ from gpt-5-mini",59690,36201,95891,13,257.0512404200126,257.242756833999,completed
a807bd27-dcab-4b03-895a-86727654a945,anvil,gpt-5-mini,expanded,1,0.3333333333333333,147,102,31,3,10,1,0.9047619047619048,0.9622641509433962,0.8869565217391304,0.96875,0.0869565217391304,0.03125,0.2789115646258503,0.2176870748299319,64560.0,4734,7,14,60,8,304.394,b4702f0df1926850d6252174ebf22394763b3add5842824b6f1bdd5c05253cde,"conflicts: /slurm/partitions/debug/maximum_walltime_seconds, /slurm/partitions/gpu-debug/maximum_walltime_seconds, /slurm/partitions/wholenode/maximum_walltime_seconds, /slurm/partitions/wide/maximum_walltime_seconds (+4 more); abstentions: additional_documentation, additional_documentation, additional_documentation, additional_documentation (+56 more); model divergence: baseline",35897,28663,64560,7,304.27925379100634,304.3944345409982,completed
4ef11bb0-5c0b-4b68-a21a-91db5aff094c,anvil,gemini-3.1-pro-preview,expanded,1,0.3333333333333333,147,105,31,1,9,1,0.9251700680272108,0.9813084112149532,0.9130434782608696,0.96875,0.0782608695652174,0.03125,0.272108843537415,0.2176870748299319,57104.0,4734,7,5,51,8,136.937,b4702f0df1926850d6252174ebf22394763b3add5842824b6f1bdd5c05253cde,"conflicts: /slurm/partitions/debug/maximum_walltime_seconds, /slurm/partitions/gpu-debug/maximum_walltime_seconds, /slurm/partitions/wholenode/maximum_walltime_seconds, /slurm/partitions/wide/maximum_walltime_seconds (+4 more); abstentions: additional_documentation, additional_documentation, additional_documentation, additional_documentation (+47 more); model divergence: 4 profile value(s) differ from gpt-5-mini",38198,18906,57104,7,136.8271267070013,136.93683387499914,completed
7761f209-a1e0-49b5-94af-0f21ac576f53,anvil,gpt-5-mini,expanded,2,0.3333333333333333,147,100,31,2,13,1,0.891156462585034,0.970873786407767,0.8695652173913043,0.96875,0.1130434782608695,0.03125,0.2993197278911564,0.2176870748299319,62622.0,4734,7,18,58,8,293.285,b4702f0df1926850d6252174ebf22394763b3add5842824b6f1bdd5c05253cde,"conflicts: /slurm/partitions/debug/maximum_walltime_seconds, /slurm/partitions/gpu-debug/maximum_walltime_seconds, /slurm/partitions/wholenode/maximum_walltime_seconds, /slurm/partitions/wide/maximum_walltime_seconds (+4 more); abstentions: additional_documentation, additional_documentation, additional_documentation, additional_documentation (+54 more); model divergence: baseline",37409,25213,62622,7,293.1693763749863,293.2847537089983,completed
e20c16c9-c33a-41e3-bfe9-efa4f1180456,anvil,gpt-5-mini,expanded,3,0.3333333333333333,147,102,31,4,9,1,0.9047619047619048,0.9532710280373832,0.8869565217391304,0.96875,0.0782608695652174,0.03125,0.272108843537415,0.2176870748299319,67696.0,4734,7,13,50,8,351.556,b4702f0df1926850d6252174ebf22394763b3add5842824b6f1bdd5c05253cde,"conflicts: /slurm/partitions/debug/maximum_walltime_seconds, /slurm/partitions/gpu-debug/maximum_walltime_seconds, /slurm/partitions/wholenode/maximum_walltime_seconds, /slurm/partitions/wide/maximum_walltime_seconds (+4 more); abstentions: additional_documentation, additional_documentation, additional_documentation, additional_documentation (+46 more); model divergence: baseline",35936,31760,67696,7,351.426880417981,351.555673457995,completed
1bb76635-26dd-45b4-9ca2-d61a259f1792,stampede3,gpt-5-mini,bm25,1,0.3333333333333333,159,120,29,3,5,2,0.9371069182389936,0.96,0.9375,0.935483870967742,0.0390625,0.064516129032258,0.2138364779874214,0.1949685534591195,90719.0,5528,5,3,40,6,248.379,56bc7f6460e3c1ff8c7fea86724dbd38ff04735d6d58c724e5f8a124177d11b9,"conflicts: /slurm/partitions/h100/maximum_walltime_seconds, /slurm/partitions/pvc/maximum_walltime_seconds, /slurm/partitions/icx/maximum_walltime_seconds, /slurm/partitions/nvdimm/maximum_walltime_seconds (+2 more); abstentions: additional_documentation, additional_documentation, additional_documentation, additional_documentation (+36 more); model divergence: baseline",66558,24161,90719,5,248.26012812500267,248.37945858300372,completed
1d59678f-79e7-4489-8161-aecd50aef58e,stampede3,gpt-5.6-terra,bm25,1,0.3333333333333333,159,119,30,3,6,1,0.9371069182389936,0.967479674796748,0.9296875,0.967741935483871,0.046875,0.032258064516129,0.2264150943396226,0.1949685534591195,71258.0,5528,5,3,39,6,39.227,56bc7f6460e3c1ff8c7fea86724dbd38ff04735d6d58c724e5f8a124177d11b9,"conflicts: /slurm/partitions/h100/maximum_walltime_seconds, /slurm/partitions/icx/maximum_walltime_seconds, /slurm/partitions/nvdimm/maximum_walltime_seconds, /slurm/partitions/pvc/maximum_walltime_seconds (+2 more); abstentions: additional_documentation, additional_documentation, additional_documentation, additional_documentation (+35 more); model divergence: 6 profile value(s) differ from gpt-5-mini",66579,4679,71258,5,39.11816933400405,39.22737941599917,completed
b4ad3fbc-b5ff-4e8f-922e-6c8580c56439,stampede3,gemini-3.6-flash,bm25,1,0.3333333333333333,159,119,29,3,6,2,0.9308176100628932,0.9596774193548387,0.9296875,0.935483870967742,0.046875,0.064516129032258,0.220125786163522,0.1949685534591195,80077.0,5528,4,1,38,6,97.388,56bc7f6460e3c1ff8c7fea86724dbd38ff04735d6d58c724e5f8a124177d11b9,"conflicts: /slurm/partitions/h100/maximum_walltime_seconds, /slurm/partitions/icx/maximum_walltime_seconds, /slurm/partitions/nvdimm/maximum_walltime_seconds, /slurm/partitions/pvc/maximum_walltime_seconds (+2 more); abstentions: additional_documentation, additional_documentation, additional_documentation, additional_documentation (+34 more); model divergence: 5 profile value(s) differ from gpt-5-mini",56622,23455,80077,4,97.28391383301641,97.38821991700388,completed
65e5dacd-fab4-4465-9234-00735f1e75be,stampede3,gemini-3.1-pro-preview,bm25,1,0.3333333333333333,159,120,29,3,5,2,0.9371069182389936,0.96,0.9375,0.935483870967742,0.0390625,0.064516129032258,0.2138364779874214,0.1949685534591195,94297.0,5528,5,7,40,6,133.441,56bc7f6460e3c1ff8c7fea86724dbd38ff04735d6d58c724e5f8a124177d11b9,"conflicts: /slurm/partitions/h100/maximum_walltime_seconds, /slurm/partitions/icx/maximum_walltime_seconds, /slurm/partitions/nvdimm/maximum_walltime_seconds, /slurm/partitions/pvc/maximum_walltime_seconds (+2 more); abstentions: additional_documentation, additional_documentation, additional_documentation, additional_documentation (+36 more); model divergence: 5 profile value(s) differ from gpt-5-mini",73633,20664,94297,5,133.32704312399437,133.441228417003,completed
946c63db-97fb-47c3-a4ac-f79ad7b6d30b,stampede3,gpt-5.6-terra,expanded,1,0.3333333333333333,159,116,30,3,9,1,0.9182389937106918,0.9666666666666668,0.90625,0.967741935483871,0.0703125,0.032258064516129,0.2452830188679245,0.1949685534591195,50496.0,5528,5,13,42,6,35.137,56bc7f6460e3c1ff8c7fea86724dbd38ff04735d6d58c724e5f8a124177d11b9,"conflicts: /slurm/partitions/h100/maximum_walltime_seconds, /slurm/partitions/icx/maximum_walltime_seconds, /slurm/partitions/nvdimm/maximum_walltime_seconds, /slurm/partitions/pvc/maximum_walltime_seconds (+2 more); abstentions: additional_documentation, additional_documentation, additional_documentation, additional_documentation (+38 more); model divergence: 7 profile value(s) differ from gpt-5-mini",45748,4748,50496,5,35.0304243319988,35.13677408300282,completed
f869335d-73da-49f3-b339-08fe52b24aee,stampede3,gemini-3.6-flash,expanded,1,0.3333333333333333,159,115,29,3,10,2,0.9056603773584906,0.9583333333333334,0.8984375,0.935483870967742,0.078125,0.064516129032258,0.2452830188679245,0.1949685534591195,72225.0,5528,5,9,49,6,89.383,56bc7f6460e3c1ff8c7fea86724dbd38ff04735d6d58c724e5f8a124177d11b9,"conflicts: /slurm/partitions/h100/maximum_walltime_seconds, /slurm/partitions/icx/maximum_walltime_seconds, /slurm/partitions/nvdimm/maximum_walltime_seconds, /slurm/partitions/pvc/maximum_walltime_seconds (+2 more); abstentions: additional_documentation, additional_documentation, additional_documentation, additional_documentation (+45 more); model divergence: 6 profile value(s) differ from gpt-5-mini",51009,21216,72225,5,89.25799020700651,89.38335695899877,completed
c4071a40-b575-4a7b-9336-5029af58d6ef,stampede3,gemini-3.1-pro-preview,expanded,1,0.3333333333333333,159,117,29,3,8,2,0.9182389937106918,0.9590163934426228,0.9140625,0.935483870967742,0.0625,0.064516129032258,0.2327044025157232,0.1949685534591195,89973.0,5528,6,21,44,6,156.879,56bc7f6460e3c1ff8c7fea86724dbd38ff04735d6d58c724e5f8a124177d11b9,"conflicts: /slurm/partitions/h100/maximum_walltime_seconds, /slurm/partitions/icx/maximum_walltime_seconds, /slurm/partitions/nvdimm/maximum_walltime_seconds, /slurm/partitions/pvc/maximum_walltime_seconds (+2 more); abstentions: additional_documentation, additional_documentation, additional_documentation, additional_documentation (+40 more); model divergence: 6 profile value(s) differ from gpt-5-mini",65826,24147,89973,6,156.76495545699436,156.87852812500205,completed
2524eaf8-4654-4038-9b8a-a360ac7d0e20,stampede3,gpt-5-mini,expanded,2,0.3333333333333333,159,113,30,3,12,1,0.89937106918239,0.9658119658119658,0.8828125,0.967741935483871,0.09375,0.032258064516129,0.2641509433962264,0.1949685534591195,85888.0,5528,6,28,44,6,255.299,56bc7f6460e3c1ff8c7fea86724dbd38ff04735d6d58c724e5f8a124177d11b9,"conflicts: /slurm/partitions/h100/maximum_walltime_seconds, /slurm/partitions/pvc/maximum_walltime_seconds, /slurm/partitions/icx/maximum_walltime_seconds, /slurm/partitions/nvdimm/maximum_walltime_seconds (+2 more); abstentions: additional_documentation, additional_documentation, additional_documentation, additional_documentation (+40 more); model divergence: baseline",62526,23362,85888,6,255.17922166601056,255.29916229099763,completed
0c685445-e5df-4da2-83da-28f0e933a0a9,stampede3,gpt-5.6-terra,expanded,2,0.3333333333333333,159,116,30,3,9,1,0.9182389937106918,0.9666666666666668,0.90625,0.967741935483871,0.0703125,0.032258064516129,0.2452830188679245,0.1949685534591195,50233.0,5528,5,12,42,6,41.597,56bc7f6460e3c1ff8c7fea86724dbd38ff04735d6d58c724e5f8a124177d11b9,"conflicts: /slurm/partitions/h100/maximum_walltime_seconds, /slurm/partitions/icx/maximum_walltime_seconds, /slurm/partitions/nvdimm/maximum_walltime_seconds, /slurm/partitions/pvc/maximum_walltime_seconds (+2 more); abstentions: additional_documentation, additional_documentation, additional_documentation, additional_documentation (+38 more); model divergence: 5 profile value(s) differ from gpt-5-mini",44930,5303,50233,5,41.4774964580065,41.59732970799814,completed
d5555114-7aa5-4595-8072-a1c451cdaf3a,stampede3,gemini-3.6-flash,expanded,2,0.3333333333333333,159,118,29,3,7,2,0.9245283018867924,0.959349593495935,0.921875,0.935483870967742,0.0546875,0.064516129032258,0.2264150943396226,0.1949685534591195,99123.0,5528,6,2,38,6,140.6,56bc7f6460e3c1ff8c7fea86724dbd38ff04735d6d58c724e5f8a124177d11b9,"conflicts: /slurm/partitions/h100/maximum_walltime_seconds, /slurm/partitions/icx/maximum_walltime_seconds, /slurm/partitions/nvdimm/maximum_walltime_seconds, /slurm/partitions/pvc/maximum_walltime_seconds (+2 more); abstentions: additional_documentation, additional_documentation, additional_documentation, additional_documentation (+34 more); model divergence: 6 profile value(s) differ from gpt-5-mini",64908,34215,99123,6,140.4925379990018,140.60024187499948,completed
d3728ae6-ab35-4e9c-8687-71a499335436,stampede3,gemini-3.1-pro-preview,expanded,2,0.3333333333333333,159,115,29,3,10,2,0.9056603773584906,0.9583333333333334,0.8984375,0.935483870967742,0.078125,0.064516129032258,0.2452830188679245,0.1949685534591195,87816.0,5528,6,20,44,6,147.946,56bc7f6460e3c1ff8c7fea86724dbd38ff04735d6d58c724e5f8a124177d11b9,"conflicts: /slurm/partitions/h100/maximum_walltime_seconds, /slurm/partitions/icx/maximum_walltime_seconds, /slurm/partitions/nvdimm/maximum_walltime_seconds, /slurm/partitions/pvc/maximum_walltime_seconds (+2 more); abstentions: additional_documentation, additional_documentation, additional_documentation, additional_documentation (+40 more); model divergence: 6 profile value(s) differ from gpt-5-mini",65196,22620,87816,6,147.83750241901726,147.946206624998,completed
02fe7fd4-d248-4817-b876-a7d57ce1db52,stampede3,gpt-5-mini,expanded,3,0.3333333333333333,159,118,29,3,7,2,0.9245283018867924,0.959349593495935,0.921875,0.935483870967742,0.0546875,0.064516129032258,0.2264150943396226,0.1949685534591195,101495.0,5528,7,20,43,6,397.283,56bc7f6460e3c1ff8c7fea86724dbd38ff04735d6d58c724e5f8a124177d11b9,"conflicts: /slurm/partitions/h100/maximum_walltime_seconds, /slurm/partitions/pvc/maximum_walltime_seconds, /slurm/partitions/icx/maximum_walltime_seconds, /slurm/partitions/nvdimm/maximum_walltime_seconds (+2 more); abstentions: additional_documentation, additional_documentation, additional_documentation, additional_documentation (+39 more); model divergence: baseline",70625,30870,101495,7,397.160850207998,397.2829015840034,completed
164e49f6-f47f-44a0-9a85-11118bf86f91,stampede3,gpt-5.6-terra,expanded,3,0.3333333333333333,159,116,30,3,9,1,0.9182389937106918,0.9666666666666668,0.90625,0.967741935483871,0.0703125,0.032258064516129,0.2452830188679245,0.1949685534591195,64891.0,5528,6,14,42,6,38.655,56bc7f6460e3c1ff8c7fea86724dbd38ff04735d6d58c724e5f8a124177d11b9,"conflicts: /slurm/partitions/h100/maximum_walltime_seconds, /slurm/partitions/icx/maximum_walltime_seconds, /slurm/partitions/nvdimm/maximum_walltime_seconds, /slurm/partitions/pvc/maximum_walltime_seconds (+2 more); abstentions: additional_documentation, additional_documentation, additional_documentation, additional_documentation (+38 more); model divergence: 6 profile value(s) differ from gpt-5-mini",59887,5004,64891,6,38.55902841700299,38.65549699999974,completed
e5b22483-c181-4a94-8f39-c50466fccc83,stampede3,gemini-3.6-flash,expanded,3,0.3333333333333333,159,115,29,3,10,2,0.9056603773584906,0.9583333333333334,0.8984375,0.935483870967742,0.078125,0.064516129032258,0.2452830188679245,0.1949685534591195,72692.0,5528,5,15,42,6,94.413,56bc7f6460e3c1ff8c7fea86724dbd38ff04735d6d58c724e5f8a124177d11b9,"conflicts: /slurm/partitions/h100/maximum_walltime_seconds, /slurm/partitions/icx/maximum_walltime_seconds, /slurm/partitions/nvdimm/maximum_walltime_seconds, /slurm/partitions/pvc/maximum_walltime_seconds (+2 more); abstentions: additional_documentation, additional_documentation, additional_documentation, additional_documentation (+38 more); model divergence: 4 profile value(s) differ from gpt-5-mini",50038,22654,72692,5,94.29940229200292,94.41266424999048,completed
