site,field_path,weighted_errors,weighted_evaluations,raw_errors,raw_evaluations,error_rate
anvil,/storage/scratch/path_pattern,0.0,12.0,0,36,0.0
anvil,/storage/scratch/purge_after_days,12.000000000000002,12.0,36,36,1.0000000000000002
anvil,/storage/scratch/shared_across_compute_nodes,12.000000000000002,12.0,36,36,1.0000000000000002
notre-dame-crc,/htcondor/available_commands,12.000000000000002,12.0,36,36,1.0000000000000002
notre-dame-crc,/htcondor/bulk_submission_supported,0.3333333333333333,12.0,1,36,0.027777777777777776
notre-dame-crc,/htcondor/collector_host,0.0,12.0,0,36,0.0
notre-dame-crc,/htcondor/completion_email_supported,0.6666666666666666,12.0,2,36,0.05555555555555555
notre-dame-crc,/htcondor/dynamic_slots_enabled,0.3333333333333333,12.0,1,36,0.027777777777777776
notre-dame-crc,/htcondor/file_transfer_supported,0.0,12.0,0,36,0.0
notre-dame-crc,/htcondor/guaranteed_runtime,0.6666666666666666,12.0,2,36,0.05555555555555555
notre-dame-crc,/htcondor/machine_requirements_supported,0.6666666666666666,12.0,2,36,0.05555555555555555
notre-dame-crc,/htcondor/maximum_walltime,0.0,12.0,0,36,0.0
notre-dame-crc,/htcondor/pool_totals/advertised_gpus,0.0,12.0,0,36,0.0
notre-dame-crc,/htcondor/pool_totals/cpu_cores,0.0,12.0,0,36,0.0
notre-dame-crc,/htcondor/pool_totals/machine_count,0.0,12.0,0,36,0.0
notre-dame-crc,/htcondor/pool_totals/memory_mib,0.0,12.0,0,36,0.0
notre-dame-crc,/htcondor/preemptible,0.6666666666666666,12.0,2,36,0.05555555555555555
notre-dame-crc,/htcondor/resource_summary/cpu_cores_per_machine_max,0.0,12.0,0,36,0.0
notre-dame-crc,/htcondor/resource_summary/cpu_cores_per_machine_min,0.0,12.0,0,36,0.0
notre-dame-crc,/htcondor/resource_summary/cpu_cores_per_machine_values,0.0,12.0,0,36,0.0
notre-dame-crc,/htcondor/resource_summary/gpu_capable_machine_count,0.0,12.0,0,36,0.0
notre-dame-crc,/htcondor/resource_summary/gpus_per_machine_max,0.0,12.0,0,36,0.0
notre-dame-crc,/htcondor/resource_summary/gpus_per_machine_min,0.0,12.0,0,36,0.0
notre-dame-crc,/htcondor/resource_summary/gpus_per_machine_values,0.0,12.0,0,36,0.0
notre-dame-crc,/htcondor/resource_summary/memory_mib_per_machine_max,0.0,12.0,0,36,0.0
notre-dame-crc,/htcondor/resource_summary/memory_mib_per_machine_min,0.0,12.0,0,36,0.0
notre-dame-crc,/htcondor/submission_host,0.6666666666666666,12.0,2,36,0.05555555555555555
notre-dame-crc,/htcondor/submit_attributes/executable/required,2.333333333333333,12.0,7,36,0.19444444444444442
notre-dame-crc,/htcondor/submit_attributes/executable/syntax,0.0,12.0,0,36,0.0
notre-dame-crc,/htcondor/submit_attributes/request_cpus/required,9.000000000000002,12.0,27,36,0.7500000000000001
notre-dame-crc,/htcondor/submit_attributes/request_cpus/syntax,0.3333333333333333,12.0,1,36,0.027777777777777776
notre-dame-crc,/htcondor/submit_attributes/request_gpus/required,8.666666666666668,12.0,26,36,0.7222222222222223
notre-dame-crc,/htcondor/submit_attributes/request_gpus/syntax,0.3333333333333333,12.0,1,36,0.027777777777777776
notre-dame-crc,/htcondor/submit_attributes/request_memory/required,11.333333333333334,12.0,34,36,0.9444444444444445
notre-dame-crc,/htcondor/submit_attributes/request_memory/syntax,0.3333333333333333,12.0,1,36,0.027777777777777776
notre-dame-crc,/htcondor/submit_attributes/should_transfer_files/required,2.333333333333333,12.0,7,36,0.19444444444444442
notre-dame-crc,/htcondor/submit_attributes/should_transfer_files/syntax,0.0,12.0,0,36,0.0
notre-dame-crc,/htcondor/submit_attributes/when_to_transfer_output/required,2.333333333333333,12.0,7,36,0.19444444444444442
notre-dame-crc,/htcondor/submit_attributes/when_to_transfer_output/syntax,3.0,12.0,9,36,0.25
notre-dame-crc,/htcondor/submit_command,0.0,12.0,0,36,0.0
notre-dame-crc,/htcondor/submit_command_available,0.0,12.0,0,36,0.0
notre-dame-crc,/htcondor/unclassified_machine_count,0.0,12.0,0,36,0.0
notre-dame-crc,/htcondor/version,0.0,12.0,0,36,0.0
notre-dame-crc,/network/compute_compute/suggested_port_range,0.0,12.0,0,36,0.0
notre-dame-crc,/network/compute_compute/tcp_connect,0.0,12.0,0,36,0.0
notre-dame-crc,/network/login/dns_resolution,12.000000000000002,12.0,36,36,1.0000000000000002
notre-dame-crc,/network/login/hostname_patterns,0.0,12.0,0,36,0.0
notre-dame-crc,/network/login/outbound_https,12.000000000000002,12.0,36,36,1.0000000000000002
notre-dame-crc,/network/login_compute/suggested_port_range,0.0,12.0,0,36,0.0
notre-dame-crc,/network/login_compute/tcp_connect,0.0,12.0,0,36,0.0
notre-dame-crc,/scheduler_type,0.0,12.0,0,36,0.0
notre-dame-crc,/storage/group/compute_readable,12.000000000000002,12.0,36,36,1.0000000000000002
notre-dame-crc,/storage/group/compute_visible,12.000000000000002,12.0,36,36,1.0000000000000002
notre-dame-crc,/storage/group/compute_writable,12.000000000000002,12.0,36,36,1.0000000000000002
notre-dame-crc,/storage/group/environment_variables,0.0,12.0,0,36,0.0
notre-dame-crc,/storage/group/filesystem_type,0.0,12.0,0,36,0.0
notre-dame-crc,/storage/group/login_readable,12.000000000000002,12.0,36,36,1.0000000000000002
notre-dame-crc,/storage/group/login_writable,12.000000000000002,12.0,36,36,1.0000000000000002
notre-dame-crc,/storage/group/path_pattern,12.000000000000002,12.0,36,36,1.0000000000000002
notre-dame-crc,/storage/group/purge_after_days,0.0,12.0,0,36,0.0
notre-dame-crc,/storage/group/shared_across_compute_nodes,12.000000000000002,12.0,36,36,1.0000000000000002
notre-dame-crc,/storage/home/compute_readable,0.0,12.0,0,36,0.0
notre-dame-crc,/storage/home/compute_visible,0.0,12.0,0,36,0.0
notre-dame-crc,/storage/home/compute_writable,0.0,12.0,0,36,0.0
notre-dame-crc,/storage/home/environment_variables,0.0,12.0,0,36,0.0
notre-dame-crc,/storage/home/filesystem_type,0.0,12.0,0,36,0.0
notre-dame-crc,/storage/home/login_readable,0.0,12.0,0,36,0.0
notre-dame-crc,/storage/home/login_writable,0.0,12.0,0,36,0.0
notre-dame-crc,/storage/home/path_pattern,0.0,12.0,0,36,0.0
notre-dame-crc,/storage/home/purge_after_days,0.6666666666666666,12.0,2,36,0.05555555555555555
notre-dame-crc,/storage/home/shared_across_compute_nodes,12.000000000000002,12.0,36,36,1.0000000000000002
stampede3,/accounting/allocation_required,9.66666666666667,12.0,29,36,0.8055555555555558
stampede3,/accounting/filesystem_storage_charged,0.6666666666666666,12.0,2,36,0.05555555555555555
stampede3,/htcondor,0.0,12.0,0,36,0.0
stampede3,/network/compute/dns_resolution,0.0,12.0,0,36,0.0
stampede3,/network/compute/hostname_patterns,0.0,12.0,0,36,0.0
stampede3,/network/compute/local_tcp_bind,0.0,12.0,0,36,0.0
stampede3,/network/compute/local_tcp_loopback,0.0,12.0,0,36,0.0
stampede3,/network/compute/outbound_https,11.0,12.0,33,36,0.9166666666666666
stampede3,/network/compute_compute/suggested_port_range,0.0,12.0,0,36,0.0
stampede3,/network/compute_compute/tcp_connect,0.0,12.0,0,36,0.0
stampede3,/network/login/dns_resolution,0.0,12.0,0,36,0.0
stampede3,/network/login/hostname_patterns,0.0,12.0,0,36,0.0
stampede3,/network/login/local_tcp_bind,0.0,12.0,0,36,0.0
stampede3,/network/login/local_tcp_loopback,0.0,12.0,0,36,0.0
stampede3,/network/login/outbound_https,12.000000000000002,12.0,36,36,1.0000000000000002
stampede3,/network/login_compute/suggested_port_range,0.0,12.0,0,36,0.0
stampede3,/network/login_compute/tcp_connect,0.0,12.0,0,36,0.0
stampede3,/scheduler_type,0.0,12.0,0,36,0.0
stampede3,/slurm/default_partition,0.0,12.0,0,36,0.0
stampede3,/slurm/options/account/required,1.3333333333333333,12.0,4,36,0.1111111111111111
stampede3,/slurm/options/account/syntax,0.0,12.0,0,36,0.0
stampede3,/slurm/options/array/required,0.0,12.0,0,36,0.0
stampede3,/slurm/options/array/syntax,0.0,12.0,0,36,0.0
stampede3,/slurm/options/cpus-per-task/required,0.3333333333333333,12.0,1,36,0.027777777777777776
stampede3,/slurm/options/cpus-per-task/syntax,12.000000000000002,12.0,36,36,1.0000000000000002
stampede3,/slurm/options/dependency/required,0.3333333333333333,12.0,1,36,0.027777777777777776
stampede3,/slurm/options/dependency/syntax,0.3333333333333333,12.0,1,36,0.027777777777777776
stampede3,/slurm/options/error/required,0.0,12.0,0,36,0.0
stampede3,/slurm/options/error/syntax,0.0,12.0,0,36,0.0
stampede3,/slurm/options/export/required,0.0,12.0,0,36,0.0
stampede3,/slurm/options/export/syntax,0.0,12.0,0,36,0.0
stampede3,/slurm/options/gpus-per-task/required,0.0,12.0,0,36,0.0
stampede3,/slurm/options/gpus-per-task/syntax,0.0,12.0,0,36,0.0
stampede3,/slurm/options/gres/required,0.0,12.0,0,36,0.0
stampede3,/slurm/options/gres/syntax,0.0,12.0,0,36,0.0
stampede3,/slurm/options/job-name/required,0.0,12.0,0,36,0.0
stampede3,/slurm/options/job-name/syntax,0.0,12.0,0,36,0.0
stampede3,/slurm/options/mail-type/required,0.0,12.0,0,36,0.0
stampede3,/slurm/options/mail-type/syntax,0.0,12.0,0,36,0.0
stampede3,/slurm/options/mail-user/required,2.6666666666666665,12.0,8,36,0.2222222222222222
stampede3,/slurm/options/mail-user/syntax,0.0,12.0,0,36,0.0
stampede3,/slurm/options/mem/required,0.0,12.0,0,36,0.0
stampede3,/slurm/options/mem/syntax,0.0,12.0,0,36,0.0
stampede3,/slurm/options/nodes/required,1.0,12.0,3,36,0.08333333333333333
stampede3,/slurm/options/nodes/syntax,0.0,12.0,0,36,0.0
stampede3,/slurm/options/ntasks-per-node/required,9.000000000000002,12.0,27,36,0.7500000000000001
stampede3,/slurm/options/ntasks-per-node/syntax,0.0,12.0,0,36,0.0
stampede3,/slurm/options/ntasks/required,9.000000000000002,12.0,27,36,0.7500000000000001
stampede3,/slurm/options/ntasks/syntax,0.0,12.0,0,36,0.0
stampede3,/slurm/options/output/required,0.0,12.0,0,36,0.0
stampede3,/slurm/options/output/syntax,0.0,12.0,0,36,0.0
stampede3,/slurm/options/partition/required,0.3333333333333333,12.0,1,36,0.027777777777777776
stampede3,/slurm/options/partition/syntax,0.0,12.0,0,36,0.0
stampede3,/slurm/options/time/required,3.3333333333333335,12.0,10,36,0.2777777777777778
stampede3,/slurm/options/time/syntax,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/amd-rtx/cpus_per_node,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/amd-rtx/gpu_count_per_node,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/amd-rtx/gpu_models,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/amd-rtx/maximum_nodes_per_job,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/amd-rtx/maximum_walltime_seconds,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/amd-rtx/memory_mib_per_node,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/amd-rtx/node_count,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/amd-rtx/shared_nodes,12.000000000000002,12.0,36,36,1.0000000000000002
stampede3,/slurm/partitions/h100/cpus_per_node,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/h100/gpu_count_per_node,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/h100/gpu_models,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/h100/maximum_nodes_per_job,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/h100/maximum_walltime_seconds,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/h100/memory_mib_per_node,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/h100/node_count,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/h100/shared_nodes,4.0,12.0,12,36,0.3333333333333333
stampede3,/slurm/partitions/icx/cpus_per_node,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/icx/gpu_count_per_node,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/icx/gpu_models,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/icx/maximum_nodes_per_job,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/icx/maximum_walltime_seconds,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/icx/memory_mib_per_node,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/icx/node_count,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/icx/shared_nodes,4.0,12.0,12,36,0.3333333333333333
stampede3,/slurm/partitions/nvdimm/cpus_per_node,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/nvdimm/gpu_count_per_node,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/nvdimm/gpu_models,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/nvdimm/maximum_nodes_per_job,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/nvdimm/maximum_walltime_seconds,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/nvdimm/memory_mib_per_node,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/nvdimm/node_count,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/nvdimm/shared_nodes,4.0,12.0,12,36,0.3333333333333333
stampede3,/slurm/partitions/pvc/cpus_per_node,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/pvc/gpu_count_per_node,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/pvc/gpu_models,0.3333333333333333,12.0,1,36,0.027777777777777776
stampede3,/slurm/partitions/pvc/maximum_nodes_per_job,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/pvc/maximum_walltime_seconds,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/pvc/memory_mib_per_node,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/pvc/node_count,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/pvc/shared_nodes,3.0,12.0,9,36,0.25
stampede3,/slurm/partitions/rtx-small/cpus_per_node,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/rtx-small/gpu_count_per_node,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/rtx-small/gpu_models,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/rtx-small/maximum_nodes_per_job,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/rtx-small/maximum_walltime_seconds,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/rtx-small/memory_mib_per_node,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/rtx-small/node_count,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/rtx-small/shared_nodes,12.000000000000002,12.0,36,36,1.0000000000000002
stampede3,/slurm/partitions/skx-dev/cpus_per_node,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/skx-dev/gpu_count_per_node,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/skx-dev/gpu_models,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/skx-dev/maximum_nodes_per_job,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/skx-dev/maximum_walltime_seconds,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/skx-dev/memory_mib_per_node,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/skx-dev/node_count,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/skx-dev/shared_nodes,4.0,12.0,12,36,0.3333333333333333
stampede3,/slurm/partitions/skx/cpus_per_node,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/skx/gpu_count_per_node,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/skx/gpu_models,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/skx/maximum_nodes_per_job,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/skx/maximum_walltime_seconds,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/skx/memory_mib_per_node,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/skx/node_count,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/skx/shared_nodes,4.0,12.0,12,36,0.3333333333333333
