run_id,site,model,mode,rep,analysis_weight,field_path,selected_value_json,selection_rule,evidence_values_json,conflict_category
7461b506-1010-47bb-96e0-4f70ad467eb4,anvil,gemini-3.6-flash,bm25,1,0.3333333333333333,/slurm/partitions/gpu-debug/gpu_count_per_node,4,measurement_over_documentation_for_observable_resource,"[{""source"": ""measurement"", ""value"": 4, ""evidence_ids"": [""measurement:c24922ebc97bb5e8""]}, {""source"": ""documentation"", ""value"": 2, ""evidence_ids"": [""documentation:37c94be99d64355d""]}]",other
7461b506-1010-47bb-96e0-4f70ad467eb4,anvil,gemini-3.6-flash,bm25,1,0.3333333333333333,/slurm/partitions/wholenode/maximum_walltime_seconds,345600,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:270b3ee1cb69f7f1""]}, {""source"": ""documentation"", ""value"": 345600, ""evidence_ids"": [""documentation:02553ff92008fed5""]}]",walltime_policy
7461b506-1010-47bb-96e0-4f70ad467eb4,anvil,gemini-3.6-flash,bm25,1,0.3333333333333333,/slurm/partitions/wide/maximum_walltime_seconds,43200,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:9af98dad1615ada5""]}, {""source"": ""documentation"", ""value"": 43200, ""evidence_ids"": [""documentation:274e9e268e8054a2""]}]",walltime_policy
7461b506-1010-47bb-96e0-4f70ad467eb4,anvil,gemini-3.6-flash,bm25,1,0.3333333333333333,/slurm/partitions/shared/maximum_walltime_seconds,345600,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:cc04dc4fb78f95bf""]}, {""source"": ""documentation"", ""value"": 345600, ""evidence_ids"": [""documentation:e6f830b778bba0cc""]}]",walltime_policy
7461b506-1010-47bb-96e0-4f70ad467eb4,anvil,gemini-3.6-flash,bm25,1,0.3333333333333333,/slurm/partitions/highmem/maximum_walltime_seconds,172800,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:07b966687bf42bac""]}, {""source"": ""documentation"", ""value"": 172800, ""evidence_ids"": [""documentation:5aff7582d41b0c19""]}]",walltime_policy
7461b506-1010-47bb-96e0-4f70ad467eb4,anvil,gemini-3.6-flash,bm25,1,0.3333333333333333,/slurm/partitions/gpu/maximum_walltime_seconds,172800,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:8c956623abeec7ea""]}, {""source"": ""documentation"", ""value"": 172800, ""evidence_ids"": [""documentation:d20f90ef21e477bf""]}]",walltime_policy
7461b506-1010-47bb-96e0-4f70ad467eb4,anvil,gemini-3.6-flash,bm25,1,0.3333333333333333,/slurm/partitions/ai/maximum_walltime_seconds,172800,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:e26d220fedd95a80""]}, {""source"": ""documentation"", ""value"": 172800, ""evidence_ids"": [""documentation:f7d5b022c16cba64""]}]",walltime_policy
7b708f71-5d9c-421a-a4b2-00c7797764b7,anvil,gemini-3.1-pro-preview,bm25,1,0.3333333333333333,/slurm/partitions/debug/maximum_walltime_seconds,7200,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:3edad9a773484b64""]}, {""source"": ""documentation"", ""value"": 7200, ""evidence_ids"": [""documentation:085f5ab3493168e5""]}]",walltime_policy
7b708f71-5d9c-421a-a4b2-00c7797764b7,anvil,gemini-3.1-pro-preview,bm25,1,0.3333333333333333,/slurm/partitions/gpu-debug/maximum_walltime_seconds,1800,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:a90994a75c6559c5""]}, {""source"": ""documentation"", ""value"": 1800, ""evidence_ids"": [""documentation:1c43784a8bc104ca""]}]",walltime_policy
7b708f71-5d9c-421a-a4b2-00c7797764b7,anvil,gemini-3.1-pro-preview,bm25,1,0.3333333333333333,/slurm/partitions/wholenode/maximum_walltime_seconds,345600,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:270b3ee1cb69f7f1""]}, {""source"": ""documentation"", ""value"": 345600, ""evidence_ids"": [""documentation:02553ff92008fed5""]}]",walltime_policy
7b708f71-5d9c-421a-a4b2-00c7797764b7,anvil,gemini-3.1-pro-preview,bm25,1,0.3333333333333333,/slurm/partitions/wide/maximum_walltime_seconds,43200,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:9af98dad1615ada5""]}, {""source"": ""documentation"", ""value"": 43200, ""evidence_ids"": [""documentation:274e9e268e8054a2""]}]",walltime_policy
7b708f71-5d9c-421a-a4b2-00c7797764b7,anvil,gemini-3.1-pro-preview,bm25,1,0.3333333333333333,/slurm/partitions/shared/maximum_walltime_seconds,345600,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:cc04dc4fb78f95bf""]}, {""source"": ""documentation"", ""value"": 345600, ""evidence_ids"": [""documentation:e6f830b778bba0cc""]}]",walltime_policy
7b708f71-5d9c-421a-a4b2-00c7797764b7,anvil,gemini-3.1-pro-preview,bm25,1,0.3333333333333333,/slurm/partitions/highmem/maximum_walltime_seconds,172800,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:07b966687bf42bac""]}, {""source"": ""documentation"", ""value"": 172800, ""evidence_ids"": [""documentation:5aff7582d41b0c19""]}]",walltime_policy
7b708f71-5d9c-421a-a4b2-00c7797764b7,anvil,gemini-3.1-pro-preview,bm25,1,0.3333333333333333,/slurm/partitions/gpu/maximum_walltime_seconds,172800,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:8c956623abeec7ea""]}, {""source"": ""documentation"", ""value"": 172800, ""evidence_ids"": [""documentation:d20f90ef21e477bf""]}]",walltime_policy
7b708f71-5d9c-421a-a4b2-00c7797764b7,anvil,gemini-3.1-pro-preview,bm25,1,0.3333333333333333,/slurm/partitions/ai/maximum_walltime_seconds,172800,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:e26d220fedd95a80""]}, {""source"": ""documentation"", ""value"": 172800, ""evidence_ids"": [""documentation:f7d5b022c16cba64""]}]",walltime_policy
b4d30e1f-f973-4b74-94b6-fbe6a9bd79b0,anvil,gpt-5.6-terra,expanded,1,0.3333333333333333,/slurm/partitions/debug/maximum_walltime_seconds,7200,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:3edad9a773484b64""]}, {""source"": ""documentation"", ""value"": 7200, ""evidence_ids"": [""documentation:085f5ab3493168e5""]}]",walltime_policy
b4d30e1f-f973-4b74-94b6-fbe6a9bd79b0,anvil,gpt-5.6-terra,expanded,1,0.3333333333333333,/slurm/partitions/gpu-debug/maximum_walltime_seconds,1800,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:a90994a75c6559c5""]}, {""source"": ""documentation"", ""value"": 1800, ""evidence_ids"": [""documentation:1c43784a8bc104ca""]}]",walltime_policy
b4d30e1f-f973-4b74-94b6-fbe6a9bd79b0,anvil,gpt-5.6-terra,expanded,1,0.3333333333333333,/slurm/partitions/wholenode/maximum_walltime_seconds,345600,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:270b3ee1cb69f7f1""]}, {""source"": ""documentation"", ""value"": 345600, ""evidence_ids"": [""documentation:02553ff92008fed5""]}]",walltime_policy
b4d30e1f-f973-4b74-94b6-fbe6a9bd79b0,anvil,gpt-5.6-terra,expanded,1,0.3333333333333333,/slurm/partitions/wide/maximum_walltime_seconds,43200,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:9af98dad1615ada5""]}, {""source"": ""documentation"", ""value"": 43200, ""evidence_ids"": [""documentation:274e9e268e8054a2""]}]",walltime_policy
b4d30e1f-f973-4b74-94b6-fbe6a9bd79b0,anvil,gpt-5.6-terra,expanded,1,0.3333333333333333,/slurm/partitions/shared/maximum_walltime_seconds,345600,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:cc04dc4fb78f95bf""]}, {""source"": ""documentation"", ""value"": 345600, ""evidence_ids"": [""documentation:e6f830b778bba0cc""]}]",walltime_policy
b4d30e1f-f973-4b74-94b6-fbe6a9bd79b0,anvil,gpt-5.6-terra,expanded,1,0.3333333333333333,/slurm/partitions/highmem/maximum_walltime_seconds,172800,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:07b966687bf42bac""]}, {""source"": ""documentation"", ""value"": 172800, ""evidence_ids"": [""documentation:5aff7582d41b0c19""]}]",walltime_policy
b4d30e1f-f973-4b74-94b6-fbe6a9bd79b0,anvil,gpt-5.6-terra,expanded,1,0.3333333333333333,/slurm/partitions/gpu/maximum_walltime_seconds,172800,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:8c956623abeec7ea""]}, {""source"": ""documentation"", ""value"": 172800, ""evidence_ids"": [""documentation:d20f90ef21e477bf""]}]",walltime_policy
b4d30e1f-f973-4b74-94b6-fbe6a9bd79b0,anvil,gpt-5.6-terra,expanded,1,0.3333333333333333,/slurm/partitions/ai/maximum_walltime_seconds,172800,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:e26d220fedd95a80""]}, {""source"": ""documentation"", ""value"": 172800, ""evidence_ids"": [""documentation:f7d5b022c16cba64""]}]",walltime_policy
b39cb110-7fef-4955-bd45-eb553c73ebdd,anvil,gemini-3.6-flash,expanded,1,0.3333333333333333,/slurm/partitions/debug/maximum_walltime_seconds,7200,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:3edad9a773484b64""]}, {""source"": ""documentation"", ""value"": 7200, ""evidence_ids"": [""documentation:085f5ab3493168e5""]}]",walltime_policy
b39cb110-7fef-4955-bd45-eb553c73ebdd,anvil,gemini-3.6-flash,expanded,1,0.3333333333333333,/slurm/partitions/gpu-debug/maximum_walltime_seconds,1800,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:a90994a75c6559c5""]}, {""source"": ""documentation"", ""value"": 1800, ""evidence_ids"": [""documentation:1c43784a8bc104ca""]}]",walltime_policy
b39cb110-7fef-4955-bd45-eb553c73ebdd,anvil,gemini-3.6-flash,expanded,1,0.3333333333333333,/slurm/partitions/wholenode/maximum_walltime_seconds,345600,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:270b3ee1cb69f7f1""]}, {""source"": ""documentation"", ""value"": 345600, ""evidence_ids"": [""documentation:02553ff92008fed5""]}]",walltime_policy
b39cb110-7fef-4955-bd45-eb553c73ebdd,anvil,gemini-3.6-flash,expanded,1,0.3333333333333333,/slurm/partitions/wide/maximum_walltime_seconds,43200,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:9af98dad1615ada5""]}, {""source"": ""documentation"", ""value"": 43200, ""evidence_ids"": [""documentation:274e9e268e8054a2""]}]",walltime_policy
b39cb110-7fef-4955-bd45-eb553c73ebdd,anvil,gemini-3.6-flash,expanded,1,0.3333333333333333,/slurm/partitions/shared/maximum_walltime_seconds,345600,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:cc04dc4fb78f95bf""]}, {""source"": ""documentation"", ""value"": 345600, ""evidence_ids"": [""documentation:e6f830b778bba0cc""]}]",walltime_policy
b39cb110-7fef-4955-bd45-eb553c73ebdd,anvil,gemini-3.6-flash,expanded,1,0.3333333333333333,/slurm/partitions/highmem/maximum_walltime_seconds,172800,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:07b966687bf42bac""]}, {""source"": ""documentation"", ""value"": 172800, ""evidence_ids"": [""documentation:5aff7582d41b0c19""]}]",walltime_policy
b39cb110-7fef-4955-bd45-eb553c73ebdd,anvil,gemini-3.6-flash,expanded,1,0.3333333333333333,/slurm/partitions/gpu/maximum_walltime_seconds,172800,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:8c956623abeec7ea""]}, {""source"": ""documentation"", ""value"": 172800, ""evidence_ids"": [""documentation:d20f90ef21e477bf""]}]",walltime_policy
b39cb110-7fef-4955-bd45-eb553c73ebdd,anvil,gemini-3.6-flash,expanded,1,0.3333333333333333,/slurm/partitions/ai/maximum_walltime_seconds,172800,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:e26d220fedd95a80""]}, {""source"": ""documentation"", ""value"": 172800, ""evidence_ids"": [""documentation:f7d5b022c16cba64""]}]",walltime_policy
a559715c-2848-49c7-a22d-e7a97b6f2c27,anvil,gpt-5.6-terra,expanded,2,0.3333333333333333,/slurm/partitions/debug/maximum_walltime_seconds,7200,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:3edad9a773484b64""]}, {""source"": ""documentation"", ""value"": 7200, ""evidence_ids"": [""documentation:085f5ab3493168e5""]}]",walltime_policy
a559715c-2848-49c7-a22d-e7a97b6f2c27,anvil,gpt-5.6-terra,expanded,2,0.3333333333333333,/slurm/partitions/gpu-debug/maximum_walltime_seconds,1800,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:a90994a75c6559c5""]}, {""source"": ""documentation"", ""value"": 1800, ""evidence_ids"": [""documentation:1c43784a8bc104ca""]}]",walltime_policy
a559715c-2848-49c7-a22d-e7a97b6f2c27,anvil,gpt-5.6-terra,expanded,2,0.3333333333333333,/slurm/partitions/wholenode/maximum_walltime_seconds,345600,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:270b3ee1cb69f7f1""]}, {""source"": ""documentation"", ""value"": 345600, ""evidence_ids"": [""documentation:02553ff92008fed5""]}]",walltime_policy
a559715c-2848-49c7-a22d-e7a97b6f2c27,anvil,gpt-5.6-terra,expanded,2,0.3333333333333333,/slurm/partitions/wide/maximum_walltime_seconds,43200,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:9af98dad1615ada5""]}, {""source"": ""documentation"", ""value"": 43200, ""evidence_ids"": [""documentation:274e9e268e8054a2""]}]",walltime_policy
a559715c-2848-49c7-a22d-e7a97b6f2c27,anvil,gpt-5.6-terra,expanded,2,0.3333333333333333,/slurm/partitions/shared/maximum_walltime_seconds,345600,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:cc04dc4fb78f95bf""]}, {""source"": ""documentation"", ""value"": 345600, ""evidence_ids"": [""documentation:e6f830b778bba0cc""]}]",walltime_policy
a559715c-2848-49c7-a22d-e7a97b6f2c27,anvil,gpt-5.6-terra,expanded,2,0.3333333333333333,/slurm/partitions/highmem/maximum_walltime_seconds,172800,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:07b966687bf42bac""]}, {""source"": ""documentation"", ""value"": 172800, ""evidence_ids"": [""documentation:5aff7582d41b0c19""]}]",walltime_policy
a559715c-2848-49c7-a22d-e7a97b6f2c27,anvil,gpt-5.6-terra,expanded,2,0.3333333333333333,/slurm/partitions/gpu/maximum_walltime_seconds,172800,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:8c956623abeec7ea""]}, {""source"": ""documentation"", ""value"": 172800, ""evidence_ids"": [""documentation:d20f90ef21e477bf""]}]",walltime_policy
a559715c-2848-49c7-a22d-e7a97b6f2c27,anvil,gpt-5.6-terra,expanded,2,0.3333333333333333,/slurm/partitions/ai/maximum_walltime_seconds,172800,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:e26d220fedd95a80""]}, {""source"": ""documentation"", ""value"": 172800, ""evidence_ids"": [""documentation:f7d5b022c16cba64""]}]",walltime_policy
49489bb3-b87d-4aa2-9644-dfd10861b10d,anvil,gemini-3.6-flash,expanded,2,0.3333333333333333,/slurm/partitions/debug/maximum_walltime_seconds,7200,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:3edad9a773484b64""]}, {""source"": ""documentation"", ""value"": 7200, ""evidence_ids"": [""documentation:085f5ab3493168e5""]}]",walltime_policy
49489bb3-b87d-4aa2-9644-dfd10861b10d,anvil,gemini-3.6-flash,expanded,2,0.3333333333333333,/slurm/partitions/gpu-debug/maximum_walltime_seconds,1800,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:a90994a75c6559c5""]}, {""source"": ""documentation"", ""value"": 1800, ""evidence_ids"": [""documentation:1c43784a8bc104ca""]}]",walltime_policy
49489bb3-b87d-4aa2-9644-dfd10861b10d,anvil,gemini-3.6-flash,expanded,2,0.3333333333333333,/slurm/partitions/wholenode/maximum_walltime_seconds,345600,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:270b3ee1cb69f7f1""]}, {""source"": ""documentation"", ""value"": 345600, ""evidence_ids"": [""documentation:02553ff92008fed5""]}]",walltime_policy
49489bb3-b87d-4aa2-9644-dfd10861b10d,anvil,gemini-3.6-flash,expanded,2,0.3333333333333333,/slurm/partitions/wide/maximum_walltime_seconds,43200,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:9af98dad1615ada5""]}, {""source"": ""documentation"", ""value"": 43200, ""evidence_ids"": [""documentation:274e9e268e8054a2""]}]",walltime_policy
49489bb3-b87d-4aa2-9644-dfd10861b10d,anvil,gemini-3.6-flash,expanded,2,0.3333333333333333,/slurm/partitions/shared/maximum_walltime_seconds,345600,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:cc04dc4fb78f95bf""]}, {""source"": ""documentation"", ""value"": 345600, ""evidence_ids"": [""documentation:e6f830b778bba0cc""]}]",walltime_policy
49489bb3-b87d-4aa2-9644-dfd10861b10d,anvil,gemini-3.6-flash,expanded,2,0.3333333333333333,/slurm/partitions/highmem/maximum_walltime_seconds,172800,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:07b966687bf42bac""]}, {""source"": ""documentation"", ""value"": 172800, ""evidence_ids"": [""documentation:5aff7582d41b0c19""]}]",walltime_policy
49489bb3-b87d-4aa2-9644-dfd10861b10d,anvil,gemini-3.6-flash,expanded,2,0.3333333333333333,/slurm/partitions/gpu/maximum_walltime_seconds,172800,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:8c956623abeec7ea""]}, {""source"": ""documentation"", ""value"": 172800, ""evidence_ids"": [""documentation:d20f90ef21e477bf""]}]",walltime_policy
49489bb3-b87d-4aa2-9644-dfd10861b10d,anvil,gemini-3.6-flash,expanded,2,0.3333333333333333,/slurm/partitions/ai/maximum_walltime_seconds,172800,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:e26d220fedd95a80""]}, {""source"": ""documentation"", ""value"": 172800, ""evidence_ids"": [""documentation:f7d5b022c16cba64""]}]",walltime_policy
36413199-e13b-4032-ae57-95eeaca7cd0c,anvil,gemini-3.1-pro-preview,expanded,2,0.3333333333333333,/slurm/partitions/debug/maximum_walltime_seconds,7200,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:3edad9a773484b64""]}, {""source"": ""documentation"", ""value"": 7200, ""evidence_ids"": [""documentation:085f5ab3493168e5""]}]",walltime_policy
36413199-e13b-4032-ae57-95eeaca7cd0c,anvil,gemini-3.1-pro-preview,expanded,2,0.3333333333333333,/slurm/partitions/gpu-debug/maximum_walltime_seconds,1800,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:a90994a75c6559c5""]}, {""source"": ""documentation"", ""value"": 1800, ""evidence_ids"": [""documentation:1c43784a8bc104ca""]}]",walltime_policy
36413199-e13b-4032-ae57-95eeaca7cd0c,anvil,gemini-3.1-pro-preview,expanded,2,0.3333333333333333,/slurm/partitions/wholenode/maximum_walltime_seconds,345600,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:270b3ee1cb69f7f1""]}, {""source"": ""documentation"", ""value"": 345600, ""evidence_ids"": [""documentation:02553ff92008fed5""]}]",walltime_policy
36413199-e13b-4032-ae57-95eeaca7cd0c,anvil,gemini-3.1-pro-preview,expanded,2,0.3333333333333333,/slurm/partitions/wide/maximum_walltime_seconds,43200,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:9af98dad1615ada5""]}, {""source"": ""documentation"", ""value"": 43200, ""evidence_ids"": [""documentation:274e9e268e8054a2""]}]",walltime_policy
36413199-e13b-4032-ae57-95eeaca7cd0c,anvil,gemini-3.1-pro-preview,expanded,2,0.3333333333333333,/slurm/partitions/shared/maximum_walltime_seconds,345600,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:cc04dc4fb78f95bf""]}, {""source"": ""documentation"", ""value"": 345600, ""evidence_ids"": [""documentation:e6f830b778bba0cc""]}]",walltime_policy
36413199-e13b-4032-ae57-95eeaca7cd0c,anvil,gemini-3.1-pro-preview,expanded,2,0.3333333333333333,/slurm/partitions/highmem/maximum_walltime_seconds,172800,documentation_over_measurement_for_walltime_policy,"[{""source"": ""measurement"", ""value"": -1, ""evidence_ids"": [""measurement:07b966687bf42bac""]}, {""source"": ""documentation"", ""value"": 172800, ""evidence_ids"": [""documentation:5aff7582d41b0c19""]}]",walltime_policy
