site_id,field_id,field_path,section,value_type,expected_state,expected_value_json,example_value_json,evidence_class,source,suggested_method,match_rule,notes
anvil,14,/slurm/partitions/standard/gpu_count_per_node,slurm,integer,,,null,configuration,,"measurement: sinfo -h -o ""%P|%G""; doc: Anvil user guide, GPU and AI node specifications",numeric_exact,
anvil,14,/slurm/partitions/standard/gpu_models,slurm,array,,,[],configuration,,"measurement: sinfo -h -o ""%P|%G""; doc: Anvil user guide, GPU and AI node specifications",set,
anvil,15,/slurm/partitions/shared/maximum_walltime_seconds,slurm,integer,,,-1,policy,,"doc: Anvil user guide, queue maximum walltime; compare with sinfo -h -o ""%P|%l""",numeric_exact,Example is the measured value; current profile selected 345600.
anvil,15,/slurm/partitions/shared/maximum_nodes_per_job,slurm,integer,,,1,policy,,"doc: Anvil user guide, queue node limits and node-sharing rules",numeric_exact,
anvil,15,/slurm/partitions/shared/shared_nodes,slurm,boolean,,,null,policy,,"doc: Anvil user guide, queue node limits and node-sharing rules",exact_trimmed_lower,
anvil,15,/slurm/partitions/shared/node_count,slurm,integer,,,250,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,
anvil,15,/slurm/partitions/shared/cpus_per_node,slurm,integer,,,128,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,
anvil,15,/slurm/partitions/shared/memory_mib_per_node,slurm,integer,,,257400,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,
anvil,15,/slurm/partitions/shared/gpu_count_per_node,slurm,integer,,,null,configuration,,"measurement: sinfo -h -o ""%P|%G""; doc: Anvil user guide, GPU and AI node specifications",numeric_exact,
anvil,15,/slurm/partitions/shared/gpu_models,slurm,array,,,[],configuration,,"measurement: sinfo -h -o ""%P|%G""; doc: Anvil user guide, GPU and AI node specifications",set,
anvil,16,/slurm/partitions/wide/maximum_walltime_seconds,slurm,integer,,,-1,policy,,"doc: Anvil user guide, queue maximum walltime; compare with sinfo -h -o ""%P|%l""",numeric_exact,Example is the measured value; current profile selected 43200.
anvil,16,/slurm/partitions/wide/maximum_nodes_per_job,slurm,integer,,,56,policy,,"doc: Anvil user guide, queue node limits and node-sharing rules",numeric_exact,
anvil,16,/slurm/partitions/wide/shared_nodes,slurm,boolean,,,false,policy,,"doc: Anvil user guide, queue node limits and node-sharing rules",exact_trimmed_lower,
anvil,16,/slurm/partitions/wide/node_count,slurm,integer,,,746,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,
anvil,16,/slurm/partitions/wide/cpus_per_node,slurm,integer,,,128,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,
anvil,16,/slurm/partitions/wide/memory_mib_per_node,slurm,integer,,,257400,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,
anvil,16,/slurm/partitions/wide/gpu_count_per_node,slurm,integer,,,null,configuration,,"measurement: sinfo -h -o ""%P|%G""; doc: Anvil user guide, GPU and AI node specifications",numeric_exact,
anvil,16,/slurm/partitions/wide/gpu_models,slurm,array,,,[],configuration,,"measurement: sinfo -h -o ""%P|%G""; doc: Anvil user guide, GPU and AI node specifications",set,
anvil,17,/slurm/partitions/highmem/maximum_walltime_seconds,slurm,integer,,,-1,policy,,"doc: Anvil user guide, queue maximum walltime; compare with sinfo -h -o ""%P|%l""",numeric_exact,Example is the measured value; current profile selected 172800.
anvil,17,/slurm/partitions/highmem/maximum_nodes_per_job,slurm,integer,,,1,policy,,"doc: Anvil user guide, queue node limits and node-sharing rules",numeric_exact,
anvil,17,/slurm/partitions/highmem/shared_nodes,slurm,boolean,,,null,policy,,"doc: Anvil user guide, queue node limits and node-sharing rules",exact_trimmed_lower,
anvil,17,/slurm/partitions/highmem/node_count,slurm,integer,,,32,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,
anvil,17,/slurm/partitions/highmem/cpus_per_node,slurm,integer,,,128,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,
anvil,17,/slurm/partitions/highmem/memory_mib_per_node,slurm,integer,,,1031400,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,
anvil,17,/slurm/partitions/highmem/gpu_count_per_node,slurm,integer,,,null,configuration,,"measurement: sinfo -h -o ""%P|%G""; doc: Anvil user guide, GPU and AI node specifications",numeric_exact,
anvil,17,/slurm/partitions/highmem/gpu_models,slurm,array,,,[],configuration,,"measurement: sinfo -h -o ""%P|%G""; doc: Anvil user guide, GPU and AI node specifications",set,
anvil,18,/slurm/partitions/debug/maximum_walltime_seconds,slurm,integer,,,-1,policy,,"doc: Anvil user guide, queue maximum walltime; compare with sinfo -h -o ""%P|%l""",numeric_exact,Example is the measured value; current profile selected 7200.
anvil,18,/slurm/partitions/debug/maximum_nodes_per_job,slurm,integer,,,2,policy,,"doc: Anvil user guide, queue node limits and node-sharing rules",numeric_exact,
anvil,18,/slurm/partitions/debug/shared_nodes,slurm,boolean,,,null,policy,,"doc: Anvil user guide, queue node limits and node-sharing rules",exact_trimmed_lower,
anvil,18,/slurm/partitions/debug/node_count,slurm,integer,,,17,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,
anvil,18,/slurm/partitions/debug/cpus_per_node,slurm,integer,,,128,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,
anvil,18,/slurm/partitions/debug/memory_mib_per_node,slurm,integer,,,257400,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,
anvil,18,/slurm/partitions/debug/gpu_count_per_node,slurm,integer,,,null,configuration,,"measurement: sinfo -h -o ""%P|%G""; doc: Anvil user guide, GPU and AI node specifications",numeric_exact,
anvil,18,/slurm/partitions/debug/gpu_models,slurm,array,,,[],configuration,,"measurement: sinfo -h -o ""%P|%G""; doc: Anvil user guide, GPU and AI node specifications",set,
anvil,19,/slurm/partitions/gpu/maximum_walltime_seconds,slurm,integer,,,-1,policy,,"doc: Anvil user guide, queue maximum walltime; compare with sinfo -h -o ""%P|%l""",numeric_exact,Example is the measured value; current profile selected 172800.
anvil,19,/slurm/partitions/gpu/maximum_nodes_per_job,slurm,integer,,,null,policy,,"doc: Anvil user guide, queue node limits and node-sharing rules",numeric_exact,
anvil,19,/slurm/partitions/gpu/shared_nodes,slurm,boolean,,,true,policy,,"doc: Anvil user guide, queue node limits and node-sharing rules",exact_trimmed_lower,
anvil,19,/slurm/partitions/gpu/node_count,slurm,integer,,,16,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,
anvil,19,/slurm/partitions/gpu/cpus_per_node,slurm,integer,,,128,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,
anvil,19,/slurm/partitions/gpu/memory_mib_per_node,slurm,integer,,,515400,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,
anvil,19,/slurm/partitions/gpu/gpu_count_per_node,slurm,integer,,,4,configuration,,"measurement: sinfo -h -o ""%P|%G""; doc: Anvil user guide, GPU and AI node specifications",numeric_exact,
anvil,19,/slurm/partitions/gpu/gpu_models,slurm,array,,,[],configuration,,"measurement: sinfo -h -o ""%P|%G""; doc: Anvil user guide, GPU and AI node specifications",set,"Example is the measured value; current profile selected [""NVIDIA A100""]."
anvil,20,/slurm/partitions/ai/maximum_walltime_seconds,slurm,integer,,,-1,policy,,"doc: Anvil user guide, queue maximum walltime; compare with sinfo -h -o ""%P|%l""",numeric_exact,Example is the measured value; current profile selected 172800.
anvil,20,/slurm/partitions/ai/maximum_nodes_per_job,slurm,integer,,,null,policy,,"doc: Anvil user guide, queue node limits and node-sharing rules",numeric_exact,
anvil,20,/slurm/partitions/ai/shared_nodes,slurm,boolean,,,true,policy,,"doc: Anvil user guide, queue node limits and node-sharing rules",exact_trimmed_lower,
anvil,20,/slurm/partitions/ai/node_count,slurm,integer,,,21,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,
anvil,20,/slurm/partitions/ai/cpus_per_node,slurm,integer,,,96,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,
anvil,20,/slurm/partitions/ai/memory_mib_per_node,slurm,integer,,,1031000,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,
anvil,20,/slurm/partitions/ai/gpu_count_per_node,slurm,integer,,,4,configuration,,"measurement: sinfo -h -o ""%P|%G""; doc: Anvil user guide, GPU and AI node specifications",numeric_exact,
anvil,20,/slurm/partitions/ai/gpu_models,slurm,array,,,[],configuration,,"measurement: sinfo -h -o ""%P|%G""; doc: Anvil user guide, GPU and AI node specifications",set,"Example is the measured value; current profile selected [""NVIDIA H100""]."
anvil,21,/slurm/partitions/gpu-debug/maximum_walltime_seconds,slurm,integer,,,-1,policy,,"doc: Anvil user guide, queue maximum walltime; compare with sinfo -h -o ""%P|%l""",numeric_exact,Example is the measured value; current profile selected 1800.
anvil,21,/slurm/partitions/gpu-debug/maximum_nodes_per_job,slurm,integer,,,1,policy,,"doc: Anvil user guide, queue node limits and node-sharing rules",numeric_exact,
anvil,21,/slurm/partitions/gpu-debug/shared_nodes,slurm,boolean,,,true,policy,,"doc: Anvil user guide, queue node limits and node-sharing rules",exact_trimmed_lower,
anvil,21,/slurm/partitions/gpu-debug/node_count,slurm,integer,,,16,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,
anvil,21,/slurm/partitions/gpu-debug/cpus_per_node,slurm,integer,,,128,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,
anvil,21,/slurm/partitions/gpu-debug/memory_mib_per_node,slurm,integer,,,515400,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,
anvil,21,/slurm/partitions/gpu-debug/gpu_count_per_node,slurm,integer,,,4,configuration,,"measurement: sinfo -h -o ""%P|%G""; doc: Anvil user guide, GPU and AI node specifications",numeric_exact,
anvil,21,/slurm/partitions/gpu-debug/gpu_models,slurm,array,,,[],configuration,,"measurement: sinfo -h -o ""%P|%G""; doc: Anvil user guide, GPU and AI node specifications",set,"Example is the measured value; current profile selected [""NVIDIA A100""]."
anvil,22,/slurm/partitions/profiling/maximum_walltime_seconds,slurm,integer,,,-1,policy,,"doc: Anvil user guide, queue maximum walltime; compare with sinfo -h -o ""%P|%l""",numeric_exact,
anvil,22,/slurm/partitions/profiling/maximum_nodes_per_job,slurm,integer,,,null,policy,,"doc: Anvil user guide, queue node limits and node-sharing rules",numeric_exact,
anvil,22,/slurm/partitions/profiling/shared_nodes,slurm,boolean,,,null,policy,,"doc: Anvil user guide, queue node limits and node-sharing rules",exact_trimmed_lower,
anvil,22,/slurm/partitions/profiling/node_count,slurm,integer,,,4,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,
anvil,22,/slurm/partitions/profiling/cpus_per_node,slurm,integer,,,128,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,
anvil,22,/slurm/partitions/profiling/memory_mib_per_node,slurm,integer,,,257400,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,
anvil,22,/slurm/partitions/profiling/gpu_count_per_node,slurm,integer,,,null,configuration,,"measurement: sinfo -h -o ""%P|%G""; doc: Anvil user guide, GPU and AI node specifications",numeric_exact,
anvil,22,/slurm/partitions/profiling/gpu_models,slurm,array,,,[],configuration,,"measurement: sinfo -h -o ""%P|%G""; doc: Anvil user guide, GPU and AI node specifications",set,
anvil,23,/htcondor,htcondor,object,,,null,configuration,,measurement: command -v condor_status,exact_trimmed_lower,
anvil,24,/storage/home/environment_variables,storage,array,,,"[""HOME""]",configuration,,measurement: env | sort; derive reviewed named storage paths,set,
anvil,24,/storage/home/path_pattern,storage,string,,,"""/home/{username}""",configuration,,measurement: env | sort; derive reviewed named storage paths,exact_trimmed_lower,
anvil,24,/storage/home/filesystem_type,storage,string,,,"""nfs""",configuration,,measurement: stat -f -c %T -- <storage-path>,exact_trimmed_lower,
anvil,24,/storage/home/login_readable,storage,boolean,,,true,configuration,,measurement: test -r <storage-path>,exact_trimmed_lower,
anvil,24,/storage/home/login_writable,storage,boolean,,,true,configuration,,measurement: test -w <storage-path>,exact_trimmed_lower,
anvil,24,/storage/home/compute_visible,storage,boolean,,,true,capability,,pilot: test compute visible on an allocated node,exact_trimmed_lower,
anvil,24,/storage/home/compute_readable,storage,boolean,,,true,capability,,pilot: test compute readable on an allocated node,exact_trimmed_lower,
anvil,24,/storage/home/compute_writable,storage,boolean,,,true,capability,,pilot: test compute writable on an allocated node,exact_trimmed_lower,
anvil,24,/storage/home/shared_across_compute_nodes,storage,boolean,,,null,capability,,pilot: write on one compute node and read from a second node,exact_trimmed_lower,
anvil,24,/storage/home/purge_after_days,storage,integer,,,null,policy,,"doc: Anvil user guide, storage retention and scratch purge policy",numeric_exact,
anvil,25,/storage/project/environment_variables,storage,array,,,"[""CLUSTER_PROJECT"",""CLUSTER_WORK"",""PROJECT"",""RCAC_PROJECT"",""RCAC_WORK"",""WORK""]",configuration,,measurement: env | sort; derive reviewed named storage paths,set,
anvil,25,/storage/project/path_pattern,storage,string,,,"""/anvil/projects/{group}""",configuration,,measurement: env | sort; derive reviewed named storage paths,exact_trimmed_lower,
anvil,25,/storage/project/filesystem_type,storage,string,,,"""gpfs""",configuration,,measurement: stat -f -c %T -- <storage-path>,exact_trimmed_lower,
anvil,25,/storage/project/login_readable,storage,boolean,,,true,configuration,,measurement: test -r <storage-path>,exact_trimmed_lower,
anvil,25,/storage/project/login_writable,storage,boolean,,,true,configuration,,measurement: test -w <storage-path>,exact_trimmed_lower,
anvil,25,/storage/project/compute_visible,storage,boolean,,,true,capability,,pilot: test compute visible on an allocated node,exact_trimmed_lower,
anvil,25,/storage/project/compute_readable,storage,boolean,,,true,capability,,pilot: test compute readable on an allocated node,exact_trimmed_lower,
anvil,25,/storage/project/compute_writable,storage,boolean,,,true,capability,,pilot: test compute writable on an allocated node,exact_trimmed_lower,
anvil,25,/storage/project/shared_across_compute_nodes,storage,boolean,,,null,capability,,pilot: write on one compute node and read from a second node,exact_trimmed_lower,
anvil,25,/storage/project/purge_after_days,storage,integer,,,null,policy,,"doc: Anvil user guide, storage retention and scratch purge policy",numeric_exact,
anvil,26,/storage/scratch/environment_variables,storage,array,,,"[""CLUSTER_SCRATCH"",""RCAC_SCRATCH"",""SCRATCH""]",configuration,,measurement: env | sort; derive reviewed named storage paths,set,
anvil,26,/storage/scratch/path_pattern,storage,string,,,"""/anvil/scratch/{username}""",configuration,,measurement: env | sort; derive reviewed named storage paths,exact_trimmed_lower,
anvil,26,/storage/scratch/filesystem_type,storage,string,,,"""gpfs""",configuration,,measurement: stat -f -c %T -- <storage-path>,exact_trimmed_lower,
anvil,26,/storage/scratch/login_readable,storage,boolean,,,true,configuration,,measurement: test -r <storage-path>,exact_trimmed_lower,
anvil,26,/storage/scratch/login_writable,storage,boolean,,,true,configuration,,measurement: test -w <storage-path>,exact_trimmed_lower,
anvil,26,/storage/scratch/compute_visible,storage,boolean,,,true,capability,,pilot: test compute visible on an allocated node,exact_trimmed_lower,
anvil,26,/storage/scratch/compute_readable,storage,boolean,,,true,capability,,pilot: test compute readable on an allocated node,exact_trimmed_lower,
anvil,26,/storage/scratch/compute_writable,storage,boolean,,,true,capability,,pilot: test compute writable on an allocated node,exact_trimmed_lower,
anvil,26,/storage/scratch/shared_across_compute_nodes,storage,boolean,,,null,capability,,pilot: write on one compute node and read from a second node,exact_trimmed_lower,
anvil,26,/storage/scratch/purge_after_days,storage,integer,,,null,policy,,"doc: Anvil user guide, storage retention and scratch purge policy",numeric_exact,
anvil,27,/network/login/hostname_patterns,network,array,,,"[""*.anvil.rcac.purdue.edu""]",identity,,measurement: hostname -f,set,
anvil,28,/network/login/dns_resolution,network,boolean,,,null,configuration,,measurement: getent hosts $(hostname -f),exact_trimmed_lower,
anvil,29,/network/login/outbound_https,network,boolean,,,null,configuration,,measurement: curl -I --max-time 10 https://docs.rcac.purdue.edu/,exact_trimmed_lower,
anvil,30,/network/login/local_tcp_bind,network,boolean,,,null,configuration,,measurement: bounded local socket collector test,exact_trimmed_lower,
anvil,31,/network/login/local_tcp_loopback,network,boolean,,,null,configuration,,measurement: bounded local socket collector test,exact_trimmed_lower,
anvil,32,/network/compute/hostname_patterns,network,array,,,[],identity,,pilot: test hostname patterns on an allocated node,set,
anvil,33,/network/compute/dns_resolution,network,boolean,,,null,capability,,pilot: test dns resolution on an allocated node,exact_trimmed_lower,
anvil,34,/network/compute/outbound_https,network,boolean,,,null,capability,,pilot: test outbound https on an allocated node,exact_trimmed_lower,
anvil,35,/network/compute/local_tcp_bind,network,boolean,,,null,capability,,pilot: test local tcp bind on an allocated node,exact_trimmed_lower,
anvil,36,/network/compute/local_tcp_loopback,network,boolean,,,null,capability,,pilot: test local tcp loopback on an allocated node,exact_trimmed_lower,
anvil,37,/network/login_compute/tcp_connect,network,boolean,,,true,capability,,pilot: test login-to-compute TCP on explicitly selected ports,exact_trimmed_lower,
anvil,38,/network/login_compute/suggested_port_range,network,string,,,"""30000-33999""",capability,,pilot: test login-to-compute TCP on explicitly selected ports,exact_trimmed_lower,
anvil,39,/network/compute_compute/tcp_connect,network,boolean,,,true,capability,,pilot: test compute-to-compute TCP on explicitly selected ports,exact_trimmed_lower,
anvil,40,/network/compute_compute/suggested_port_range,network,string,,,"""30000-33999""",capability,,pilot: test compute-to-compute TCP on explicitly selected ports,exact_trimmed_lower,
anvil,41,/accounting/allocation_required,accounting,boolean,,,true,policy,,"doc: Anvil user guide, allocation and storage charging policy",exact_trimmed_lower,
anvil,42,/accounting/filesystem_storage_charged,accounting,boolean,,,false,policy,,"doc: Anvil user guide, allocation and storage charging policy",exact_trimmed_lower,
