site_id,field_id,field_path,section,value_type,expected_state,expected_value_json,example_value_json,evidence_class,source,suggested_method,match_rule,notes
notre-dame-crc,11,/htcondor/submit_attributes/request_cpus/required,htcondor,boolean,has_value,FALSE,FALSE,policy,,"doc: Notre Dame CRC HTCondor guide, whether request_cpus is mandatory",exact_trimmed_lower,
notre-dame-crc,12,/htcondor/submit_attributes/request_memory/syntax,htcondor,array,has_value,"[""request_memory = {memory_mib}MB""]","[""request_memory = {memory_mib}MB""]",policy,,"doc: Notre Dame CRC HTCondor guide, request_memory submit syntax",set,
notre-dame-crc,12,/htcondor/submit_attributes/request_memory/required,htcondor,boolean,has_value,FALSE,null,policy,,"doc: Notre Dame CRC HTCondor guide, whether request_memory is mandatory",exact_trimmed_lower,
notre-dame-crc,13,/htcondor/submit_attributes/request_gpus/syntax,htcondor,array,has_value,"[""request_gpus = {gpu_count}""]","[""request_gpus = 1""]",policy,,"doc: Notre Dame CRC HTCondor guide, request_gpus submit syntax",set,
notre-dame-crc,13,/htcondor/submit_attributes/request_gpus/required,htcondor,boolean,has_value,FALSE,FALSE,policy,,"doc: Notre Dame CRC HTCondor guide, whether request_gpus is mandatory",exact_trimmed_lower,
notre-dame-crc,14,/htcondor/submit_attributes/should_transfer_files/syntax,htcondor,array,has_value,"[""should_transfer_files ={value}""]","[""should_transfer_files = yes""]",policy,,"doc: Notre Dame CRC HTCondor guide, should_transfer_files submit syntax",set,
notre-dame-crc,14,/htcondor/submit_attributes/should_transfer_files/required,htcondor,boolean,has_value,FALSE,FALSE,policy,,"doc: Notre Dame CRC HTCondor guide, whether should_transfer_files is mandatory",exact_trimmed_lower,
notre-dame-crc,15,/htcondor/submit_attributes/when_to_transfer_output/syntax,htcondor,array,has_value,"[""when_to_transfer_output = on_exit""]","[""when_to_transfer_output = on_exit""]",policy,,"doc: Notre Dame CRC HTCondor guide, when_to_transfer_output submit syntax",set,
notre-dame-crc,15,/htcondor/submit_attributes/when_to_transfer_output/required,htcondor,boolean,has_value,FALSE,FALSE,policy,,"doc: Notre Dame CRC HTCondor guide, whether when_to_transfer_output is mandatory",exact_trimmed_lower,
notre-dame-crc,16,/htcondor/pool_totals/machine_count,htcondor,integer,has_value,390,390,configuration,,measurement: bounded condor_status machine ClassAd query,numeric_exact,
notre-dame-crc,16,/htcondor/pool_totals/cpu_cores,htcondor,integer,has_value,14242,14242,configuration,,measurement: bounded condor_status machine ClassAd query,numeric_exact,
notre-dame-crc,16,/htcondor/pool_totals/memory_mib,htcondor,integer,has_value,96129306,96129306,configuration,,measurement: bounded condor_status machine ClassAd query,numeric_exact,
notre-dame-crc,16,/htcondor/pool_totals/advertised_gpus,htcondor,integer,has_value,310,310,configuration,,measurement: bounded condor_status machine ClassAd query,numeric_exact,
notre-dame-crc,17,/htcondor/available_commands,htcondor,array,has_value,"[""condor_status"",""condor_submit"",""condor_q"",""condor_history""]","[""condor_status"",""condor_submit"",""condor_q"",""condor_history""]",configuration,measurement,measurement: executable lookup for reviewed HTCondor commands,set,Measurement-only evaluation field; adapter reads the login measurement.
notre-dame-crc,18,/htcondor/submit_command_available,htcondor,boolean,has_value,true,true,configuration,measurement,measurement: command -v condor_submit,exact_trimmed_lower,Measurement-only evaluation field; adapter reads the login measurement.
notre-dame-crc,19,/htcondor/unclassified_machine_count,htcondor,integer,has_value,0,0,configuration,measurement,measurement: bounded condor_status machine ClassAd query,numeric_exact,Measurement-only evaluation field; adapter reads the login measurement.
notre-dame-crc,20,/htcondor/resource_summary/cpu_cores_per_machine_values,htcondor,array,has_value,"[2,4,16,20,24,32,40,48,64,80,128]","[2,4,16,20,24,32,40,48,64,80,128]",configuration,measurement,measurement: derive distinct CPU counts from bounded condor_status machine ClassAds,set,Virtual flat field; adapter derives it from cpu_groups.
notre-dame-crc,21,/htcondor/resource_summary/cpu_cores_per_machine_min,htcondor,integer,has_value,2,2,configuration,measurement,measurement: derive minimum CPU count from bounded condor_status machine ClassAds,numeric_exact,Virtual flat field; adapter derives it from cpu_groups.
notre-dame-crc,22,/htcondor/resource_summary/cpu_cores_per_machine_max,htcondor,integer,has_value,128,128,configuration,measurement,measurement: derive maximum CPU count from bounded condor_status machine ClassAds,numeric_exact,Virtual flat field; adapter derives it from cpu_groups.
notre-dame-crc,23,/htcondor/resource_summary/memory_mib_per_machine_min,htcondor,integer,has_value,3655,3655,configuration,measurement,measurement: derive minimum memory from bounded condor_status machine ClassAds,numeric_exact,Virtual flat field; adapter derives it from cpu_groups.
notre-dame-crc,24,/htcondor/resource_summary/memory_mib_per_machine_max,htcondor,integer,has_value,2051122,2051122,configuration,measurement,measurement: derive maximum memory from bounded condor_status machine ClassAds,numeric_exact,Virtual flat field; adapter derives it from cpu_groups.
notre-dame-crc,25,/htcondor/resource_summary/gpu_capable_machine_count,htcondor,integer,has_value,81,81,configuration,measurement,measurement: sum GPU-group machine counts from bounded condor_status machine ClassAds,numeric_exact,Virtual flat field; adapter derives it from gpu_groups.
notre-dame-crc,26,/htcondor/resource_summary/gpus_per_machine_values,htcondor,array,has_value,"[1,3,4,6]","[1,3,4,6]",configuration,measurement,measurement: derive distinct GPU counts from bounded condor_status machine ClassAds,set,Virtual flat field; adapter derives it from gpu_groups.
notre-dame-crc,27,/htcondor/resource_summary/gpus_per_machine_min,htcondor,integer,has_value,1,1,configuration,measurement,measurement: derive minimum GPU count from bounded condor_status machine ClassAds,numeric_exact,Virtual flat field; adapter derives it from gpu_groups.
notre-dame-crc,28,/htcondor/resource_summary/gpus_per_machine_max,htcondor,integer,has_value,6,6,configuration,measurement,measurement: derive maximum GPU count from bounded condor_status machine ClassAds,numeric_exact,Virtual flat field; adapter derives it from gpu_groups.
notre-dame-crc,40,/storage/home/environment_variables,storage,array,has_value,"[""HOME""]","[""HOME""]",configuration,measurement,measurement: env | sort; derive reviewed named storage paths,set,
notre-dame-crc,40,/storage/home/path_pattern,storage,string,has_value,"""/users/{username}""","""/users/{username}""",configuration,measurement,measurement: env | sort; derive reviewed named storage paths,exact_trimmed_lower,
notre-dame-crc,40,/storage/home/filesystem_type,storage,string,has_value,"""nfs""","""nfs""",configuration,measurement,measurement: stat -f -c %T -- <storage-path>,exact_trimmed_lower,
notre-dame-crc,40,/storage/home/login_readable,storage,boolean,has_value,true,true,configuration,measurement,measurement: test -r <storage-path>,exact_trimmed_lower,
notre-dame-crc,40,/storage/home/login_writable,storage,boolean,has_value,true,true,configuration,measurement,measurement: test -w <storage-path>,exact_trimmed_lower,
notre-dame-crc,40,/storage/home/compute_visible,storage,boolean,has_value,true,true,capability,pilot,pilot: test storage visibility in an HTCondor execute job,exact_trimmed_lower,
notre-dame-crc,40,/storage/home/compute_readable,storage,boolean,has_value,true,true,capability,pilot,pilot: test storage read access in an HTCondor execute job,exact_trimmed_lower,
notre-dame-crc,40,/storage/home/compute_writable,storage,boolean,has_value,true,true,capability,pilot,pilot: test storage write access in an HTCondor execute job,exact_trimmed_lower,
notre-dame-crc,40,/storage/home/shared_across_compute_nodes,storage,boolean,absent,,null,capability,,pilot: write in one HTCondor job and read from a second execute machine,exact_trimmed_lower,
notre-dame-crc,40,/storage/home/purge_after_days,storage,integer,absent,,null,policy,,"doc: Notre Dame CRC storage guide, retention and deletion policy",numeric_exact,
notre-dame-crc,41,/storage/group/environment_variables,storage,array,absent,,[],configuration,,measurement: env | sort; derive reviewed named storage paths,set,
notre-dame-crc,41,/storage/group/path_pattern,storage,string,has_value,"""/groups/{group}""","""/groups/{group}""",configuration,documentation,"doc: Notre Dame CRC storage guide, Group Directory /groups/PI_netid",exact_trimmed_lower,Manual ground-truth resource from the CRC storage guide; the current profile abstains because login measurement missed it.
notre-dame-crc,41,/storage/group/filesystem_type,storage,string,absent,,null,configuration,,measurement: stat -f -c %T -- <storage-path>,exact_trimmed_lower,
notre-dame-crc,41,/storage/group/login_readable,storage,boolean,absent,,null,configuration,,measurement: test -r <storage-path>,exact_trimmed_lower,
notre-dame-crc,41,/storage/group/login_writable,storage,boolean,absent,,null,configuration,,measurement: test -w <storage-path>,exact_trimmed_lower,
notre-dame-crc,41,/storage/group/compute_visible,storage,boolean,absent,,null,capability,,pilot: test storage visibility in an HTCondor execute job,exact_trimmed_lower,
notre-dame-crc,41,/storage/group/compute_readable,storage,boolean,absent,,null,capability,,pilot: test storage read access in an HTCondor execute job,exact_trimmed_lower,
notre-dame-crc,41,/storage/group/compute_writable,storage,boolean,absent,,null,capability,,pilot: test storage write access in an HTCondor execute job,exact_trimmed_lower,
notre-dame-crc,41,/storage/group/shared_across_compute_nodes,storage,boolean,absent,,null,capability,,pilot: write in one HTCondor job and read from a second execute machine,exact_trimmed_lower,
notre-dame-crc,41,/storage/group/purge_after_days,storage,integer,absent,,null,policy,,"doc: Notre Dame CRC storage guide, retention and deletion policy",numeric_exact,
notre-dame-crc,42,/network/login/hostname_patterns,network,array,has_value,"[""*.crc.nd.edu""]","[""*.crc.nd.edu""]",identity,measurement,measurement: hostname -f,set,
notre-dame-crc,43,/network/login/dns_resolution,network,boolean,absent,,null,configuration,,measurement: bounded login-node dns_resolution test,exact_trimmed_lower,
notre-dame-crc,44,/network/login/outbound_https,network,boolean,absent,,null,configuration,,measurement: bounded login-node outbound_https test,exact_trimmed_lower,
notre-dame-crc,45,/network/login/local_tcp_bind,network,boolean,absent,,null,configuration,,measurement: bounded login-node local_tcp_bind test,exact_trimmed_lower,
notre-dame-crc,46,/network/login/local_tcp_loopback,network,boolean,absent,,null,configuration,,measurement: bounded login-node local_tcp_loopback test,exact_trimmed_lower,
notre-dame-crc,47,/network/compute/hostname_patterns,network,array,has_value,"[""*.crc.nd.edu""]","[""*.crc.nd.edu""]",identity,pilot,pilot: test hostname_patterns on an HTCondor execute machine,set,
notre-dame-crc,48,/network/compute/dns_resolution,network,boolean,absent,,null,capability,,pilot: test dns_resolution on an HTCondor execute machine,exact_trimmed_lower,
notre-dame-crc,49,/network/compute/outbound_https,network,boolean,absent,,null,capability,,pilot: test outbound_https on an HTCondor execute machine,exact_trimmed_lower,
notre-dame-crc,50,/network/compute/local_tcp_bind,network,boolean,absent,,null,capability,,pilot: test local_tcp_bind on an HTCondor execute machine,exact_trimmed_lower,
notre-dame-crc,51,/network/compute/local_tcp_loopback,network,boolean,absent,,null,capability,,pilot: test local_tcp_loopback on an HTCondor execute machine,exact_trimmed_lower,
notre-dame-crc,52,/network/login_compute/tcp_connect,network,boolean,has_value,true,true,capability,pilot,pilot: bounded login-compute TCP test,exact_trimmed_lower,
notre-dame-crc,53,/network/login_compute/suggested_port_range,network,string,has_value,"""9000-12999""","""9000-12999""",capability,pilot,pilot: bounded login-compute TCP test,exact_trimmed_lower,
notre-dame-crc,54,/network/compute_compute/tcp_connect,network,boolean,has_value,true,true,capability,pilot,pilot: bounded compute-compute TCP test,exact_trimmed_lower,
notre-dame-crc,55,/network/compute_compute/suggested_port_range,network,string,has_value,"""9000-12999""","""9000-12999""",capability,pilot,pilot: bounded compute-compute TCP test,exact_trimmed_lower,
notre-dame-crc,56,/accounting/allocation_required,accounting,boolean,absent,,null,policy,,"doc: Notre Dame CRC user and storage guides, allocation required",exact_trimmed_lower,
